degree,n_edges,poa,theoretical_bound
2,2,1.0,1.6257523845831854
2,4,1.001884059847659,1.6257523845831854
2,1,1.0,1.6257523845831854
2,10,1.016418290876374,1.6257523845831854
2,10,1.0242231846082748,1.6257523845831854
2,8,1.1457478116419944,1.6257523845831854
2,1,1.0,1.6257523845831854
2,6,1.0462682702211563,1.6257523845831854
2,1,1.0,1.6257523845831854
2,4,1.0382047725105692,1.6257523845831854
2,4,1.0336938700584577,1.6257523845831854
2,4,1.0002015266611477,1.6257523845831854
2,10,1.03743168973756,1.6257523845831854
2,3,1.0067676661950364,1.6257523845831854
2,1,1.0,1.6257523845831854
2,6,1.1177567749299988,1.6257523845831854
2,1,1.0,1.6257523845831854
2,4,1.103413158200048,1.6257523845831854
2,3,1.3263800171403541,1.6257523845831854
2,5,0.9999999999999994,1.6257523845831854
2,8,1.0384912249264728,1.6257523845831854
2,15,1.0019245752220318,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,6,1.0006926738701123,1.6257523845831854
2,9,1.0006044897320636,1.6257523845831854
2,7,1.00108182783692,1.6257523845831854
2,6,1.064632750943255,1.6257523845831854
2,4,1.0386814286519883,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,10,1.172032882950183,1.6257523845831854
2,7,1.013939704715241,1.6257523845831854
2,4,1.0494886593073838,1.6257523845831854
2,8,1.231598589483659,1.6257523845831854
2,2,1.3172748725900478,1.6257523845831854
2,5,1.008723385513056,1.6257523845831854
2,3,1.0083496574479731,1.6257523845831854
2,8,1.2679135163495554,1.6257523845831854
2,10,1.0061421212088741,1.6257523845831854
2,9,1.0216326582128035,1.6257523845831854
2,3,1.1221529516945468,1.6257523845831854
2,4,1.0219108696250105,1.6257523845831854
2,8,1.0065397888490684,1.6257523845831854
2,6,1.0048942371197116,1.6257523845831854
2,3,1.0000578312563992,1.6257523845831854
2,9,1.077971547114194,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,8,1.005022295251682,1.6257523845831854
2,11,1.0817504757671599,1.6257523845831854
2,1,1.0,1.6257523845831854
2,2,1.0,1.6257523845831854
2,12,1.214231777517863,1.6257523845831854
2,2,1.09777362839938,1.6257523845831854
2,17,1.062728421284047,1.6257523845831854
2,4,1.0096529568764832,1.6257523845831854
2,3,1.0006536726248636,1.6257523845831854
2,9,1.1064496372369657,1.6257523845831854
2,1,1.0,1.6257523845831854
2,8,1.0042679955696114,1.6257523845831854
2,2,1.0,1.6257523845831854
2,3,1.0006382346049196,1.6257523845831854
2,2,1.0,1.6257523845831854
2,4,1.0325227364243554,1.6257523845831854
2,10,1.0113315576756998,1.6257523845831854
2,9,1.0257585049890896,1.6257523845831854
2,8,1.0856885574378867,1.6257523845831854
2,10,1.0292229705829827,1.6257523845831854
2,15,1.0282587966504093,1.6257523845831854
2,4,1.0646550450392724,1.6257523845831854
2,7,1.005630748110853,1.6257523845831854
2,3,1.0,1.6257523845831854
2,11,1.0093636275792244,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,3,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,9,1.1285398643957407,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,9,1.0035172678205762,1.6257523845831854
2,2,1.0293873846990587,1.6257523845831854
2,6,1.2299715373467308,1.6257523845831854
2,7,1.0698022653059764,1.6257523845831854
2,5,1.0000543214323165,1.6257523845831854
2,8,1.0027406899287947,1.6257523845831854
2,8,1.1247630443487915,1.6257523845831854
2,2,1.0,1.6257523845831854
2,2,1.0,1.6257523845831854
2,2,1.0,1.6257523845831854
2,9,1.0079533043721685,1.6257523845831854
2,17,1.0115354776772048,1.6257523845831854
2,3,1.025499023025826,1.6257523845831854
2,3,1.0703364976245409,1.6257523845831854
2,2,1.1622809485589314,1.6257523845831854
2,3,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,7,1.027117394869104,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,1,1.0,1.6257523845831854
2,9,1.2182933974539054,1.6257523845831854
2,9,1.2377271860597097,1.6257523845831854
2,1,1.0,1.6257523845831854
2,4,1.0148802322289923,1.6257523845831854
2,1,1.0,1.6257523845831854
2,4,1.156698396929543,1.6257523845831854
2,1,1.0,1.6257523845831854
2,3,1.0876063507278697,1.6257523845831854
2,1,1.0,1.6257523845831854
2,13,1.0087445514544264,1.6257523845831854
2,7,1.0086244179236155,1.6257523845831854
2,6,1.1186180870873084,1.6257523845831854
2,4,1.070978315442073,1.6257523845831854
2,1,1.0,1.6257523845831854
2,2,1.0,1.6257523845831854
3,4,1.1006493736090537,1.8956282037587904
3,6,1.136553406584771,1.8956282037587904
3,7,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,5,1.0277195784372564,1.8956282037587904
3,2,1.0,1.8956282037587904
3,8,1.1613168925064659,1.8956282037587904
3,5,1.119144547133905,1.8956282037587904
3,6,1.2037282921532555,1.8956282037587904
3,15,1.2687820522060762,1.8956282037587904
3,3,1.0,1.8956282037587904
3,2,1.0,1.8956282037587904
3,3,1.0,1.8956282037587904
3,11,1.0044570387093585,1.8956282037587904
3,9,1.110964620114466,1.8956282037587904
3,10,1.0547392795192922,1.8956282037587904
3,5,1.0420309343385066,1.8956282037587904
3,2,1.0,1.8956282037587904
3,10,1.0192083180807445,1.8956282037587904
3,9,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,2,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,2,1.0,1.8956282037587904
3,7,1.1062315291365812,1.8956282037587904
3,1,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,3,1.0,1.8956282037587904
3,2,1.0,1.8956282037587904
3,7,1.0105536271023448,1.8956282037587904
3,4,1.0,1.8956282037587904
3,6,1.0146753724678104,1.8956282037587904
3,8,1.1756945519046083,1.8956282037587904
3,1,1.0,1.8956282037587904
3,2,1.0,1.8956282037587904
3,4,1.068682313060184,1.8956282037587904
3,4,1.0026439571898111,1.8956282037587904
3,12,1.0161874963712654,1.8956282037587904
3,3,1.026045420568881,1.8956282037587904
3,9,1.0052347467800802,1.8956282037587904
3,5,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,13,1.067752852431686,1.8956282037587904
3,9,1.14167767270548,1.8956282037587904
3,6,1.005089001695302,1.8956282037587904
3,5,1.0589213764003143,1.8956282037587904
3,10,1.0007492031961664,1.8956282037587904
3,1,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,4,1.0034713776597683,1.8956282037587904
3,17,1.0216208938067655,1.8956282037587904
3,4,1.0002419425229074,1.8956282037587904
3,10,1.123011124184081,1.8956282037587904
3,3,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,9,1.011577445693992,1.8956282037587904
3,2,1.4502111333533731,1.8956282037587904
3,12,1.0191504326962166,1.8956282037587904
3,1,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,7,1.04173916216008,1.8956282037587904
3,3,1.1802662902008463,1.8956282037587904
3,5,1.000016810022836,1.8956282037587904
3,1,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,4,1.000455357101748,1.8956282037587904
3,4,1.0001559276196883,1.8956282037587904
3,4,1.0,1.8956282037587904
3,13,1.0051864761427327,1.8956282037587904
3,3,1.0004246975446145,1.8956282037587904
3,1,1.0,1.8956282037587904
3,8,1.153236448649561,1.8956282037587904
3,5,1.0002696363209462,1.8956282037587904
3,5,1.0905048270807136,1.8956282037587904
3,10,1.0018146853519503,1.8956282037587904
3,4,1.0155212768688404,1.8956282037587904
3,10,1.0627535555914478,1.8956282037587904
3,16,1.1149231879286465,1.8956282037587904
3,6,1.0161428907351653,1.8956282037587904
3,9,1.1253397545769528,1.8956282037587904
3,3,1.0983649738828116,1.8956282037587904
3,6,1.001417087708203,1.8956282037587904
3,6,1.0202129163911435,1.8956282037587904
3,6,1.0001636536204628,1.8956282037587904
3,1,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,11,1.0052059333398955,1.8956282037587904
3,11,1.000741763572815,1.8956282037587904
3,10,1.0033198689541099,1.8956282037587904
3,4,1.0,1.8956282037587904
3,1,1.0,1.8956282037587904
3,12,1.0030238870333206,1.8956282037587904
3,4,1.1712580963595547,1.8956282037587904
