degree,b,poa,theoretical_bound
1,1.608718592964824,1.039798587132906,1.3333333333333333
1,1.6338391959798995,1.0346808824559568,1.3333333333333333
1,1.6589597989949747,1.029947902985299,1.3333333333333333
1,1.6840804020100502,1.0255897967454093,1.3333333333333333
1,1.7092010050251254,1.021597609225792,1.3333333333333333
1,1.7343216080402009,1.0179632357735773,1.3333333333333333
1,1.7594422110552763,1.0146793792174718,1.3333333333333333
1,1.7845628140703516,1.011739512297843,1.3333333333333333
1,1.809683417085427,1.0091378445330583,1.3333333333333333
1,1.8348040201005025,1.0068692932016314,1.3333333333333333
1,1.8599246231155777,1.0049294581640373,1.3333333333333333
1,1.8850452261306532,1.0033146002881095,1.3333333333333333
1,1.9101658291457286,1.0020216232783228,1.3333333333333333
1,1.9352864321608039,1.0010480587427368,1.3333333333333333
1,1.9604070351758793,1.000392054362277,1.3333333333333333
1,1.9855276381909546,1.0000523650560385,1.3333333333333333
1,2.01064824120603,1.0,1.3333333333333333
1,2.0357688442211055,1.0,1.3333333333333333
1,2.060889447236181,1.0,1.3333333333333333
1,2.086010050251256,1.0,1.3333333333333333
1,2.1111306532663314,1.0,1.3333333333333333
1,2.136251256281407,1.0,1.3333333333333333
1,2.1613718592964823,1.0,1.3333333333333333
1,2.186492462311558,1.0,1.3333333333333333
1,2.2116130653266333,1.0,1.3333333333333333
1,2.2367336683417083,1.0,1.3333333333333333
1,2.2618542713567837,1.0,1.3333333333333333
1,2.286974874371859,1.0,1.3333333333333333
1,2.3120954773869347,1.0,1.3333333333333333
1,2.33721608040201,1.0,1.3333333333333333
1,2.362336683417085,1.0,1.3333333333333333
1,2.3874572864321606,1.0,1.3333333333333333
1,2.412577889447236,1.0,1.3333333333333333
1,2.4376984924623115,1.0,1.3333333333333333
1,2.462819095477387,1.0,1.3333333333333333
1,2.487939698492462,1.0,1.3333333333333333
1,2.5130603015075375,1.0,1.3333333333333333
1,2.538180904522613,1.0,1.3333333333333333
1,2.5633015075376884,1.0,1.3333333333333333
1,2.588422110552764,1.0,1.3333333333333333
1,2.613542713567839,1.0,1.3333333333333333
1,2.6386633165829143,1.0,1.3333333333333333
1,2.6637839195979898,1.0,1.3333333333333333
1,2.6889045226130652,1.0,1.3333333333333333
1,2.7140251256281407,1.0,1.3333333333333333
1,2.739145728643216,1.0,1.3333333333333333
1,2.764266331658291,1.0,1.3333333333333333
1,2.7893869346733666,1.0,1.3333333333333333
1,2.814507537688442,1.0,1.3333333333333333
1,2.8396281407035175,1.0,1.3333333333333333
